27.66,47.623,1.5008,34.008,0.87066,44.438,0.57009,1
22.7,262.06,2.145,34.53,0.84964,62.93,0.14671,1
32.28,588.07,5.2825,34.063,0.81423,146.51,0.15221,1
43.188,788.46,6.124,33.373,0.79704,162.89,0.12622,1
62.378,1107.9,8.3185,31.102,0.76146,197.01,0.10864,1
63.004,1077.1,8.4671,30.949,0.76005,199.17,0.11297,1
61.788,1034.3,8.2731,30.793,0.76262,194.28,0.11476,1
63.132,977.8,7.9281,30.799,0.76598,187.03,0.11686,1
60.717,895.62,7.3162,31.032,0.77153,175.16,0.11949,1
57.346,797.3,6.6666,31.012,0.78407,162.1,0.12421,1
54.251,683.82,6.0451,31.455,0.79172,150.54,0.1345,1
48.778,559.91,2.4182,30.678,0.8251,61.211,0.06679,1
45.605,427.1,4.118,32.07,0.81679,107.87,0.1543,1
43.286,288.2,3.466,32.227,0.81816,91.387,0.19373,1
39.845,144.18,1.1567,31.439,0.8588,31.231,0.13234,1
36.575,47.572,0.8798,31.312,0.87709,24.162,0.31031,1
27.486,355.17,3.629,35.027,0.83814,106.54,0.18326,1
34.047,629.75,4.7254,34.795,0.82046,134.9,0.13087,1
42.489,812.63,5.7282,34.684,0.81312,161.55,0.12146,1
45.951,934.48,6.6126,34.531,0.80447,183.69,0.1201,1
45.035,1022.1,7.1742,34.275,0.79853,196.35,0.11737,1
46.323,1077.8,7.8056,33.879,0.79158,209.33,0.11866,1
48.065,1105.5,8.1563,34.063,0.78465,218,0.12047,1
48.103,1107.2,8.3449,33.984,0.78444,222.46,0.12276,1
45.858,1076.1,8.309,34.067,0.78673,222.7,0.12644,1
44.973,1033.6,8.0317,33.804,0.7913,214.84,0.12699,1
44.78,976.48,6.0394,33.904,0.80177,164.17,0.10271,1
43.064,894.24,6.7624,34.02,0.79796,183.58,0.12542,1
42.904,795.87,6.8676,34.538,0.80989,192.1,0.14747,1
40.312,683.78,4.8104,34.494,0.82553,136.98,0.12239,1
36.063,558.82,3.7321,34,0.82722,104.97,0.11476,1
33.297,426.27,2.313,33.988,0.84444,66.385,0.095146,1
31.051,287.63,3.3141,34.374,0.83065,94.627,0.201,1
27.761,145.34,2.0509,34.106,0.85169,59.574,0.25043,1
24.302,48.006,1.134,33.495,0.86801,32.97,0.41959,1
28.975,634.62,5.6387,35.093,0.83663,165.55,0.15938,1
36.505,814.24,6.7425,35.21,0.81719,194,0.14557,1
39.489,935.1,7.5724,34.915,0.8127,214.87,0.14038,1
41.295,1022.8,8.3325,35.129,0.79549,232.85,0.13908,1
42.528,1077.9,8.98,34.833,0.79231,247.83,0.14047,1
43.063,1105,9.2066,34.53,0.78442,249.37,0.13787,1
