20.139,253.79,0.761,34.601,0.88213,23.227,0.055916,1
19.248,193.3,0.9447,34.74,0.8836,28.999,0.091655,1
18.498,142.42,0.9435,34.684,0.88378,28.921,0.12407,1
17.743,91.175,0.5615,34.455,0.87692,16.965,0.11368,1
16.336,40.662,0.7267,34.666,0.87902,22.144,0.33272,1
16.206,32.31,0.327,33.736,0.89132,9.8326,0.18592,1
16.04,21.704,0.2551,32.077,0.94992,7.773,0.21881,1
15.89,12.127,0.2056,32.957,0.93247,6.3183,0.31831,1
15.754,3.4558,0.0701,31.52,0.9652,2.1327,0.37704,1
12.305,92.298,3.1916,35,0.89205,99.648,0.6596,1
12.456,98.615,3.6528,35.047,0.90513,115.88,0.71789,1
12.793,112.72,4.1347,35.003,0.88533,128.13,0.69449,1
15.648,232.18,3.0995,34.97,0.87099,94.406,0.24842,1
18.928,369.46,2.5808,34.958,0.86849,78.355,0.12957,1
21.689,485.05,4.6046,34.883,0.88235,141.72,0.17851,1
23.64,591.52,2.3157,34.911,0.89291,72.185,0.074556,1
25.4,670.16,1.873,35.07,0.88049,57.835,0.052725,1
26.998,741.54,1.5592,35.442,0.862,47.635,0.039246,1
28.373,802.95,7.2974,35.061,0.86544,221.43,0.16848,1
29.496,853.13,7.5051,35.068,0.85031,223.79,0.16027,1
30.428,894.75,7.3222,35.016,0.84434,216.49,0.14782,1
30.708,935.04,7.9284,35.093,0.82999,230.93,0.15089,1
31.391,969.93,8.369,34.985,0.83518,244.53,0.15403,1
31.947,998.35,8.9959,34.953,0.82498,259.4,0.15874,1
32.452,1024.1,2.8918,34.326,0.84852,84.227,0.050246,1
32.866,1045.2,2.7708,34.73,0.84359,81.178,0.047449,1
33.216,1063.1,1.8813,35.199,0.86961,57.585,0.033092,1
36.72,1077.3,1.7079,35.229,0.88679,53.356,0.030258,1
36.938,1087.4,1.9469,35.027,0.8933,60.918,0.034225,1
37.099,1094.9,3.1395,35.085,0.84687,93.283,0.052051,1
37.189,1099.1,2.1505,34.959,0.87701,65.934,0.036651,1
37.212,1100.1,5.1022,35.077,0.8812,157.71,0.087583,1
37.173,1098.3,2.7584,35.141,0.86394,83.743,0.046583,1
34.811,1093.5,10.711,35.007,0.85811,321.76,0.17977,1
34.492,1077.3,3.3501,35.168,0.87153,102.68,0.058233,1
34.308,1067.9,2.2083,35.064,0.88453,68.491,0.039185,1
34.063,1055.3,0.8209,35.025,0.86731,24.937,0.014436,1
33.775,1040.6,1.9387,34.993,0.89701,60.854,0.035728,1
35.997,1009.5,0.9402,35.21,0.87384,28.928,0.017507,1
35.516,988.07,1.6744,35.153,0.88311,51.98,0.032141,1
34.956,963.02,2.3578,35.116,0.90248,74.722,0.047405,1
34.347,935.81,3.2048,34.884,0.88241,98.649,0.064403,1
33.692,906.54,2.4809,35.091,0.88868,77.365,0.052139,1
33.031,877.05,3.4042,35.19,0.8638,103.48,0.072082,1
31.787,843.81,8.7051,35.03,0.82124,250.43,0.18132,1
31.034,808.84,1.5167,33.893,0.87088,44.768,0.033815,1
30.289,774.28,1.5237,35.002,0.87175,46.492,0.036685,1
29.462,735.92,2.1732,34.915,0.89485,67.898,0.056368,1
28.623,697,1.9036,35.132,0.89248,59.687,0.052318,1
27.73,655.57,7.3544,34.925,0.8763,225.08,0.20976,1
25.786,612.77,2.8228,35.042,0.8738,86.432,0.086175,1
