20.14,253.87,1.0628,34.968,0.88302,32.816,0.078973,1
19.248,193.3,1.2537,35.263,0.87883,38.852,0.1228,1
18.497,142.33,1.259,34.838,0.88994,39.034,0.16755,1
17.741,91.007,0.8499,34.705,0.88711,26.166,0.17566,1
16.336,40.633,1.0151,31.253,0.97622,30.97,0.46566,1
16.216,33.005,0.6276,33.122,0.90082,18.726,0.34662,1
12.305,92.298,3.5943,34.225,0.92477,113.76,0.75301,1
12.452,98.441,4.0894,34.115,0.90953,126.89,0.7875,1
12.828,114.18,4.5475,34.1,0.90151,139.8,0.74802,1
15.745,236.25,2.9895,34.323,0.87146,89.421,0.23124,1
18.928,369.46,2.9381,34.063,0.88315,88.385,0.14616,1
21.689,485.05,4.4096,34.271,0.8955,135.33,0.17045,1
23.64,591.52,2.6815,34.306,0.88555,81.463,0.084138,1
25.4,670.16,2.2044,34.231,0.91278,68.877,0.062792,1
26.964,740.02,1.748,33.774,0.89258,52.696,0.043504,1
28.341,801.55,7.8025,33.785,0.88775,234.02,0.17837,1
29.536,854.92,7.9187,33.974,0.87377,235.07,0.16799,1
30.466,896.45,8.3103,30.746,0.91146,232.88,0.15871,1
30.697,934.48,8.3861,31.235,0.91816,240.5,0.15724,1
31.382,969.5,8.8062,34.366,0.83795,253.59,0.15981,1
31.972,999.59,9.3955,34.578,0.8285,269.16,0.16451,1
32.447,1023.9,3.8243,34.718,0.84074,111.63,0.066609,1
32.872,1045.6,3.1135,34.622,0.84093,90.649,0.052968,1
33.221,1063.4,2.2309,34.388,0.88579,67.955,0.039042,1
36.71,1076.8,1.9409,34.236,0.90002,59.805,0.033931,1
36.942,1087.6,2.4222,33.975,0.89543,73.689,0.041394,1
37.098,1094.8,3.4993,33.681,0.86231,101.63,0.056713,1
37.189,1099.1,2.4246,33.863,0.8966,73.614,0.040921,1
37.212,1100.1,5.5948,33.896,0.89019,168.82,0.093752,1
37.173,1098.3,3.1261,33.654,0.88393,92.995,0.051728,1
34.811,1093.5,11.064,33.558,0.87348,324.29,0.18118,1
34.492,1077.3,3.6889,33.846,0.87196,108.87,0.061742,1
34.308,1067.9,2.5282,33.73,0.89225,76.088,0.043532,1
34.063,1055.3,1.1142,33.705,0.8961,33.652,0.019482,1
33.766,1040.2,2.2407,33.419,0.90496,67.764,0.039801,1
33.442,1023.6,2.7884,33.197,0.93165,86.239,0.051472,1
36.012,1010.2,1.2728,32.88,0.91186,38.161,0.023079,1
35.515,988.03,1.9768,32.406,0.93555,59.931,0.037058,1
34.955,962.98,2.6824,33.008,0.91625,81.125,0.051469,1
34.345,935.72,3.5393,32.56,0.92521,106.62,0.069615,1
33.726,908.08,2.6954,32.58,0.92907,81.589,0.054892,1
33.027,876.83,3.857,33.103,0.90314,115.31,0.080345,1
31.781,843.53,9.0578,33.274,0.83915,252.91,0.18317,1
30.286,774.15,1.8373,34.818,0.86944,55.619,0.043894,1
29.458,735.73,2.5119,33.981,0.89093,76.048,0.06315,1
27.726,655.37,7.8331,33.725,0.88655,234.2,0.21833,1
25.782,612.56,3.1392,33.696,0.88603,93.723,0.093477,1
24.942,571.03,2.8545,34.036,0.90164,87.6,0.093723,1
24.029,525.84,3.8684,34.279,0.88368,117.18,0.13615,1
23.095,479.66,1.9013,34.079,0.90443,58.601,0.074641,1
22.198,435.25,1.9005,34.229,0.89831,58.437,0.082027,1
21.228,387.3,1.429,34.152,0.89609,43.733,0.068987,1
20.028,338.5,1.5392,34.193,0.90703,47.738,0.08616,1
19.117,291.98,1.0816,34.644,0.8867,33.226,0.069523,1
18.14,242.07,1.1953,34.25,0.90762,37.157,0.093781,1
17.179,192.99,1.1505,34.245,0.9005,35.479,0.11231,1
16.182,142.1,0.8581,34.211,0.90948,26.699,0.11479,1
15.181,90.952,0.7492,34.399,0.89051,22.95,0.15416,1
10.752,92.947,1.1444,33.526,0.91874,35.25,0.2317,1
10.913,99.047,1.0816,33.279,0.93152,33.53,0.20682,1
11.623,125.96,3.485,33.803,0.93267,109.87,0.53289,1
14.88,249.44,4.9117,33.177,0.92258,150.34,0.36822,1
18.379,382.06,5.0108,33.816,0.90282,152.98,0.24463,1
21.371,495.46,3.4165,33.219,0.91961,104.37,0.1287,1
24.711,599.96,4.6886,32.462,0.93247,141.92,0.14452,1
28.461,746.89,3.5768,33.16,0.91858,108.95,0.08912,1
29.966,805.86,5.7282,32.796,0.91219,171.37,0.12992,1
31.311,858.57,7.218,32.252,0.92106,214.41,0.15258,1
32.358,899.61,7.8567,31.931,0.9126,228.95,0.15548,1
33.542,937.24,7.6536,34.197,0.86285,225.83,0.14721,1
34.398,971.9,7.9534,32.959,0.86717,227.32,0.1429,1
35.134,1001.7,8.2034,34.554,0.8398,238.05,0.14519,1
35.728,1025.8,8.5227,33.99,0.85003,246.24,0.14666,1
36.259,1047.3,3.3961,33.418,0.86164,97.787,0.057046,1
36.694,1064.9,10.37,33.31,0.84196,290.82,0.16685,1
34.317,1078.9,10.44,32.885,0.85765,294.45,0.16675,1
34.524,1088.8,10.251,32.741,0.85517,287.03,0.16106,1
34.672,1095.9,10.001,33.448,0.8492,284.08,0.15837,1
34.758,1100,9.9306,33.931,0.87263,294.04,0.16332,1
34.777,1100.9,10.706,34.59,0.83814,310.38,0.17224,1
34.737,1099,2.0359,33.935,0.88155,60.905,0.033858,1
35.048,1085.1,4.5886,33.943,0.88825,138.35,0.077891,1
34.893,1077.7,10.162,32.973,0.87039,291.65,0.16533,1
34.695,1068.2,10.126,32.885,0.87971,292.93,0.16753,1
34.431,1055.6,4.3631,32.793,0.86089,123.18,0.07129,1
34.114,1040.4,2.3569,33.061,0.91784,71.521,0.041999,1
33.744,1022.7,9.823,32.618,0.85565,274.16,0.16379,1
32.052,1003.7,9.1843,32.513,0.86292,257.67,0.15684,1
31.745,988,9.6574,32.591,0.86819,273.26,0.16898,1
31.251,962.81,9.3719,31.925,0.87342,261.33,0.16582,1
30.716,935.45,10.27,34.088,0.82752,289.71,0.18921,1
30.175,907.81,2.8687,33.967,0.88989,86.711,0.058356,1
29.56,876.42,10.237,34.112,0.83212,290.58,0.20256,1
30.598,843.19,10.257,34.149,0.86576,303.25,0.21973,1
29.909,810.18,4.6241,34.353,0.87835,139.53,0.10521,1
29.143,773.45,2.7101,34.409,0.86975,81.105,0.064065,1
28.34,735,8.1178,34.241,0.86541,240.55,0.19995,1
27.505,694.98,7.3645,34.446,0.89153,226.16,0.19882,1
26.691,655.97,5.9965,35.55,0.85657,182.6,0.17007,1
25.818,614.33,6.9778,34.506,0.86956,209.37,0.20822,1
24.928,570.31,5.6429,34.478,0.87168,169.59,0.18167,1
24.015,525.13,5.9476,34.432,0.88562,181.36,0.211,1
23.134,481.56,5.0817,34.363,0.88269,154.14,0.19555,1
22.181,434.41,5.2347,34.391,0.88717,159.71,0.22461,1
21.212,386.49,4.7473,34.493,0.88914,145.6,0.23015,1
20.449,337.73,4.3027,34.973,0.88745,133.54,0.24157,1
19.477,291.17,4.0487,34.564,0.89684,125.5,0.26334,1
18.436,241.31,3.5959,34.482,0.89851,111.41,0.28207,1
17.386,190.97,3.175,34.624,0.90569,99.564,0.31852,1
16.388,143.15,2.7525,35.305,0.89266,86.746,0.37022,1
15.32,92.013,1.8516,34.429,0.98174,62.585,0.41555,1
13.25,42.049,0.9621,34.909,0.94334,31.683,0.46033,1
12.897,24.587,0.6317,34.339,0.94032,20.397,0.50685,1
12.69,14.36,0.5563,34.129,0.95365,18.106,0.77029,1
11.261,93.667,3.6331,33.274,0.91639,110.78,0.72256,1
11.437,99.853,4.0181,33.831,0.89617,121.82,0.74536,1
12.349,131.95,4.4116,32.82,0.92595,134.06,0.62073,1
15.982,259.82,4.7546,33.01,0.91067,142.93,0.33609,1
19.829,395.19,5.1666,32.049,0.92338,152.9,0.23637,1
22.99,506.44,5.5581,32.26,0.90418,162.12,0.19558,1
27.704,609.03,5.9219,32.902,0.89827,175.02,0.17557,1
29.86,684.9,6.2213,33.795,0.87274,183.49,0.16368,1
31.817,753.78,6.5149,33.831,0.87309,192.44,0.15597,1
33.507,813.24,6.9093,32.264,0.90477,201.69,0.15152,1
34.891,861.96,7.1948,32.21,0.89914,208.37,0.14769,1
36.042,902.46,7.4415,32.489,0.88949,215.05,0.14558,1
34.869,940.38,7.6867,32.403,0.88821,221.23,0.14373,1
35.688,974.67,7.8885,32.575,0.87049,223.69,0.14021,1
36.393,1004.2,8.0762,32.436,0.86223,225.87,0.13742,1
36.961,1027.9,8.4155,33.482,0.85798,241.75,0.14368,1
37.468,1049.2,8.6569,32.753,0.85813,243.31,0.14169,1
37.883,1066.5,8.7051,32.098,0.8581,239.77,0.13735,1
40.451,1079.6,8.8817,32.966,0.83655,244.94,0.13862,1
40.717,1090,9.0073,32.991,0.84429,250.89,0.14062,1
40.897,1097,9.0338,33.88,0.83274,254.87,0.14194,1
40.995,1100.9,9.1459,34.154,0.82627,258.1,0.14324,1
41.014,1101.6,9.1745,33.652,0.83145,256.71,0.14237,1
40.962,1099.6,9.2968,33.647,0.83058,259.81,0.14436,1
37.699,1085.6,8.7838,33.689,0.84114,248.91,0.14008,1
37.53,1078,10.119,33.755,0.83403,284.87,0.16144,1
37.315,1068.4,9.8022,33.766,0.81119,268.49,0.15353,1
